time,u_000,u_001,u_002,u_003,u_004,u_005,u_006,u_007,u_008,u_009,u_010,u_011,u_012,u_013,u_014,u_015,u_016,u_017,u_018,u_019,u_020,u_021,u_022,u_023,u_024,u_025,u_026,u_027,u_028,u_029,u_030,u_031
0.0,0.16518510656646973,0.3929405611749142,0.6269881989704974,0.7459989926369792,0.9194302043863134,0.9742656371423106,1.136866335149841,1.2273231779176137,1.2046929992855941,1.325012966501065,1.3685123850580592,1.5211888153202058,1.6123940253145599,1.3944396703514979,1.3951806083476275,1.347341655465228,1.3235720995687972,1.3412041678392566,1.6391050685668467,1.4435775347670372,1.3679015474584875,1.2017929284983244,1.2545517034970246,1.0483635136086424,0.9207633526343264,0.8354677420617195,0.752558597192639,0.6488569869030045,0.5076566061443297,0.31750641869866764,0.0917679031015418,-0.0023421965738093745
0.009999999999999787,0.16786982019638677,0.40628901251206784,0.6394375223179232,0.7649452873182545,0.9170755810810743,1.0177137393430233,1.1123877400526994,1.2337171070718165,1.2245568500515178,1.3118040419710906,1.42978637878981,1.4398312853820978,1.548341520545862,1.3882513010466355,1.4501949816456094,1.3670477425078862,1.3428143646029758,1.293246633288303,1.6098615082430268,1.429687992648022,1.5156902181754723,1.1983344772836948,1.2806263454177131,1.058170797527449,0.8820070174274479,0.813796397683863,0.7082407462397451,0.6331692881503453,0.4755186004113633,0.3389512160135269,0.1331358694348173,0.02925463556716467
0.019999999999999574,0.19552782345423061,0.39115938879089845,0.600771848649463,0.8140164383922632,0.9108191106498976,1.046738574133137,1.1046301868610768,1.1913576556342367,1.2296743230462521,1.3520473583665822,1.4217202468957746,1.5026929226625594,1.5522526072638652,1.400847408575143,1.4564832421081653,1.407281416009031,1.3323163472322,1.2824140752690105,1.6149468476448694,1.4579601110121247,1.470963758970076,1.1485848084065062,1.2655354672671548,1.0536465259321448,0.8947045557479865,0.8115815920777902,0.7777593582864477,0.6382525261314758,0.4284739765242367,0.2822993968659979,0.12182400246968057,-0.014300721286207296
0.02999999999999936,0.10596963549058064,0.350300371139354,0.6511558514265815,0.7787095561538383,0.8768026638081549,1.0804211545797116,1.0365287575094178,1.1913718174396142,1.2360093563627264,1.366591085296345,1.3811847759976703,1.4938254609537547,1.6030413684866687,1.397856658207487,1.431622556781199,1.45037164742276,1.34876345154484,1.3158354653856374,1.6817044186142922,1.5093852744019447,1.5358449063529154,1.1929362568168944,1.216519663561279,1.04829035431756,0.9457066719547116,0.8224031803792774,0.7226043534968913,0.628373243842089,0.41054843527736534,0.32046383546273044,0.1125995069385769,-0.05036498222337749
0.040000000000000924,0.16016776801335528,0.4085543334589111,0.6296954074584252,0.8067791815259813,0.876631617103449,1.0055382456808013,1.1553827288053635,1.2413525610478537,1.1818598735503774,1.3968943607942546,1.374392898838395,1.4782823764351005,1.531319300923916,1.3457907964281717,1.3982152580569513,1.3685649863264,1.342206677122151,1.225710658661072,1.6193754571454035,1.4661107365924493,1.4426170176268363,1.1577514380553047,1.1991881780388292,1.0724438827365255,0.9362058133970556,0.8712373859713437,0.7827785230833821,0.625122286289037,0.40612065137850395,0.3670893207578705,0.07922265530204171,-0.05321812686528195
0.05000000000000071,0.13756875843944588,0.3709044846616494,0.6749457717465387,0.8350556695195117,0.9391106511689234,1.083908241349354,1.179049223430493,1.2394192857990036,1.1972745545063883,1.3931303027327009,1.4435594167070025,1.5084077230159194,1.5106409232637668,1.3769948671453733,1.4771360712531083,1.4500248927471877,1.3699492368304693,1.245899576979771,1.5948390624653617,1.5082041623537776,1.4944207569266903,1.1706957529742739,1.172584260256792,1.1226096084994484,0.9559867321247383,0.8524257238085429,0.7728556574580455,0.5974055237035474,0.44059012307664214,0.34996654084167184,0.1335106078343773,-0.028235237686485545
0.0600000000000005,0.07138466312823272,0.34385249857589295,0.62143548210026,0.7961542081059959,0.8910253468475147,1.0956125465135522,1.1938544151574684,1.2297577731479639,1.1960933493992434,1.3554919762798978,1.4603538743155342,1.5272316359674,1.5466644752635974,1.363346975054581,1.4716550109214508,1.483560194212098,1.3941729393049846,1.2369120387350405,1.634804369737132,1.610972879652073,1.4355814052525235,1.124785598575037,1.225770728892475,1.1321310340000965,0.960931066203362,0.8865575711427068,0.7582551375297818,0.6317082495849062,0.4710105440575731,0.30433190057509263,0.04380275381103909,-0.11970920918975728
0.07000000000000028,0.11460443763740764,0.37818054050131916,0.6685501796155624,0.7725642775681867,0.943509221457537,1.022654026589249,1.16117822067341,1.2156615883164206,1.2525842520527641,1.3824472425354881,1.4736034771362385,1.5780770679178564,1.5804864038911643,1.4103666818730136,1.5212803591878779,1.526347375483233,1.3776328445011263,1.2563465519937749,1.6183708797439482,1.5851758447759836,1.5042227019372658,1.173724307663596,1.1558513994890491,1.140723407624572,0.9316905775606062,0.8165086771037797,0.7313444789423769,0.65221227019978,0.4656622787313451,0.3036874058122777,0.0962412089514883,-0.03248318259519859
0.08000000000000007,0.0873492525506267,0.4618172438653995,0.7059756882258008,0.8447208145918539,0.9280821546527834,1.0669292408069069,1.1109348839210662,1.250190342006626,1.2161553240535348,1.398239036704658,1.4799605849135906,1.5632711187778534,1.6101619810515055,1.415448731448486,1.5419739458000172,1.4779384739410293,1.3958023443555014,1.2724123720663918,1.6110032713297293,1.5862158122774574,1.5039829364059938,1.122997544069668,1.149771582696214,1.127544341055962,0.9797741939022107,0.9132763378855304,0.7948115497546087,0.6052667580475342,0.4364674775727117,0.34886658748733423,0.07028726304524106,-0.04574679694348009
0.08999999999999986,0.07967437373189716,0.4183968580744101,0.6716157107462066,0.8159977226169586,0.891860159524884,1.050937250669569,1.1795345843560625,1.2650259236159578,1.2485089747071973,1.3766001501592002,1.5216540548290716,1.5534018082230623,1.6103846117598786,1.4077058854353095,1.5565835769439156,1.4853266219941663,1.4092634224146054,1.2301941439440176,1.6304214984379284,1.59352713206887,1.476462631320783,1.1398651153260169,1.1399522381115237,1.0776589479148204,0.9616952210683953,0.8942178285298255,0.775518480482303,0.6111108547274178,0.4856568548358031,0.3175666741157198,0.07613474799699901,-0.06884785124773808
