time,u_000,u_001,u_002,u_003,u_004,u_005,u_006,u_007,u_008,u_009,u_010,u_011,u_012,u_013,u_014,u_015,u_016,u_017,u_018,u_019,u_020,u_021,u_022,u_023,u_024,u_025,u_026,u_027,u_028,u_029,u_030,u_031
0.0,0.10018733764867377,0.17985977839270229,0.4052399069800651,0.46931965568729356,0.6649582451058276,0.8046584404782098,1.0082355352773318,1.0110435811621004,1.148671070339623,1.2351391572653516,1.3239357284911228,1.3748421236145396,1.4275223349818236,1.4603499682574161,1.4609628540026542,1.5205334218920805,1.4992952635998822,1.4899276029922024,1.4651450851677685,1.4122831393639397,1.3642184495883254,1.3930915559060668,1.3184127385041413,1.179424018053219,1.1469864617585694,0.9350929367776747,0.97093432968037,0.7319035885821363,0.6014330113375184,0.5292249762153426,0.3687828992518166,0.19397915903376564
0.009999999999999787,0.13867714857939928,0.22043133587001204,0.4171791228461934,0.4565387652143137,0.681369313389182,0.7794129970472667,0.9559148498194503,1.0013829233967029,1.1763490313646707,1.2738046734787412,1.3157271524000227,1.3803175448349496,1.4500737105957486,1.4305509794061015,1.4991079775399714,1.4941157749748222,1.4997778565158848,1.4772692296827874,1.4569072931018292,1.434897794222997,1.3747500529890486,1.3792802076409234,1.3127421518758429,1.1166652923399742,1.1344595987056922,0.9625287157642163,0.9861452045314544,0.7653532977367936,0.5777668144935176,0.558887881314218,0.3973545971325727,0.15037932652296326
0.019999999999999574,0.1360966538391111,0.2165872582535457,0.37708772751835073,0.4122918636635204,0.6631635948687813,0.7757281230635062,0.9744851176162521,1.0721050611173353,1.1432860652835128,1.2265670466950234,1.3112085136654308,1.3916920191960456,1.4376462510929178,1.4387817861329304,1.4880254451848438,1.5014372794789959,1.5009024348157365,1.48086622749749,1.4841395116355094,1.4202767041414672,1.3916001646927845,1.390441814936574,1.3564902926175935,1.150115831975666,1.0747755052511543,0.9674421864153133,0.9711262211325707,0.7333635316912855,0.5719307572628117,0.5335641812757749,0.415485082095315,0.17425565228074688
0.02999999999999936,0.13385555455113204,0.22487704197198388,0.41693907374034506,0.41098350645780435,0.6906308628097224,0.7850195478058348,0.9830479188170175,1.032314364525801,1.1715842651783783,1.253632477042799,1.2969151340284304,1.384173042671149,1.464629884305549,1.4552310876149555,1.4718844030430493,1.494888515708091,1.5340881963755066,1.4832849800858114,1.4653562878256967,1.440411605016094,1.428450563716517,1.3717292607837954,1.3281782690024564,1.1559192763035464,1.1174694379876235,0.9423668118392322,0.9966493281344063,0.7842122287648626,0.5378889631051865,0.5483057636623079,0.4169164585459975,0.17928452344762547
0.040000000000000924,0.14978177421788944,0.2298023611652309,0.43953059150078494,0.43552196892968786,0.6916832743706156,0.7866859283382514,1.0237505218233784,1.0629161120689838,1.1662486807176564,1.2454872739969052,1.3034762126846637,1.3690575557307327,1.4362651260385808,1.457735195245535,1.5102395844380594,1.5102853457153753,1.5201892678854954,1.4557163119385645,1.4415725770656556,1.409352417826041,1.3959097734170207,1.346346280256008,1.3312485724314782,1.1485845780249488,1.114226006714036,0.938445417977911,0.9708079758206141,0.7201381059740078,0.6289299320478424,0.5526614676296632,0.4332785386078311,0.15041949018385245
0.05000000000000071,0.16538658733279255,0.2100227656405123,0.4359064696035846,0.44636676731231845,0.6935326458490698,0.8034123057899832,1.000259318151909,1.0235918929903909,1.1770968848448373,1.2510064636515106,1.2955601554244125,1.3852813620380513,1.4414335372552414,1.429544880959529,1.4939156115673713,1.5123194417813701,1.4803875729195015,1.469874176624046,1.4508274711903053,1.454277084802468,1.371369618243131,1.3500411787379372,1.3166145137214362,1.1990750561132943,1.0685395630314325,0.9564934764395345,0.970496516562401,0.7581730503327502,0.5680932767140946,0.5638115492803595,0.41429521761646027,0.12648283715204645
0.0600000000000005,0.12440281036316472,0.2548439686064897,0.4003878464616024,0.43205222344734784,0.6997605407990547,0.8359161909754106,0.9281196396281419,1.06633174332278,1.1986830022521087,1.2610385556720234,1.3146250256572551,1.381218583735412,1.4197759124719656,1.4483135201690953,1.5305958572224647,1.4839765347351905,1.4842618460241113,1.479435907607395,1.482075779125497,1.446568932586343,1.3988655540769825,1.3958129986874959,1.3209900849622902,1.1857711638907158,1.105528805677444,0.928435536265382,0.976216176794451,0.7672201560302547,0.5977516426894709,0.5228291223988314,0.39020518713742847,0.15371740845913875
0.07000000000000028,0.19190211511329747,0.2682514233007049,0.40978661766806074,0.49367608646448874,0.7628615170557699,0.8182257112342993,0.9670324775902782,1.0763244240663168,1.2197124483290913,1.255194504013989,1.300558489560052,1.3806157403468364,1.4166626175795003,1.4451221368927805,1.4878661239088786,1.4991794284304283,1.501375473941915,1.4576907269322477,1.4507119092391418,1.4338023874242565,1.3746598542193087,1.3480399709867927,1.3071183519337033,1.186772643432274,1.0999676485676393,0.9551606294450911,0.9718144108715082,0.7467415525722563,0.5962131544804964,0.5642909501379532,0.4061913688373425,0.1053474415901186
0.08000000000000007,0.13905215584764097,0.2786463202781204,0.45300388550467874,0.4597062061647209,0.7262090747220021,0.8547626979778896,0.9909177244682146,1.0667356480867598,1.1600408484130058,1.2636309404238808,1.327738841119702,1.4014651135895835,1.4415047025318675,1.4827050842684166,1.481409079880995,1.4822534625476163,1.5236179941566488,1.4984860700314415,1.4400529865481229,1.4568044559599505,1.3740913864155366,1.4073246287669803,1.3526511651370807,1.1652014630850933,1.058652971102525,0.9570453829454885,0.9425129548194785,0.7490783203794044,0.6363325443761056,0.5336031523461849,0.3987377311547658,0.13176709950025117
0.08999999999999986,0.14742550864614087,0.2705583463519802,0.4868042827011579,0.45006552445784226,0.7313956725136221,0.8705209173615804,0.9627157113288388,1.054027332848072,1.215231655936493,1.235099620277678,1.274718673466925,1.37521172255746,1.4203609564472828,1.476252161786376,1.5056887311664113,1.498137518035061,1.4712296915313534,1.4545610272126557,1.4515461684682573,1.4002908066335147,1.380870692835381,1.3514187591348188,1.309029013945453,1.166750766224265,1.0630613016821184,0.9496407984474144,0.9645359005338092,0.7347541470692197,0.6333639946786646,0.5921387776726165,0.40626324790623053,0.12670103908804767
