time,u_000,u_001,u_002,u_003,u_004,u_005,u_006,u_007,u_008,u_009,u_010,u_011,u_012,u_013,u_014,u_015,u_016,u_017,u_018,u_019,u_020,u_021,u_022,u_023,u_024,u_025,u_026,u_027,u_028,u_029,u_030,u_031
0.0,0.09105230713706502,0.2681323515932541,0.33484676380828804,0.4615745599340987,0.7519430549898555,0.9088498780304953,1.0160244001363776,1.1537736897669029,1.2084930742660023,1.1845853225364917,1.3045824225201683,1.4727407713154406,1.4950064263090288,1.4576702329854756,1.5298368903174104,1.5502000108408271,1.5974333100596387,1.5708558597296887,1.3783772800912524,1.348276919666061,1.3090357045190972,1.2106789811296381,1.2394195398481582,1.255667154430458,1.0286162714323859,1.0130503336228187,1.012805842755393,0.7922921971222754,0.5387385724931287,0.37874786305223274,0.2727697534578077,0.15345806507455137
0.009999999999999787,0.09009619541340144,0.25003797822342855,0.3469775896119726,0.44576120632789784,0.7749137616642036,0.8357664165818363,0.9960614282802703,1.152287778033736,1.1257717353731458,1.2141183745593955,1.2842299834287325,1.4980117342047488,1.440685902980625,1.4351614018845595,1.5641033239562208,1.4724160037840592,1.607797233942656,1.468601056837967,1.4333536266034381,1.3663302388704934,1.2338621742094107,1.2560257732222588,1.2879576976167404,1.2269217321487196,1.0108234745796822,0.9857984176843444,0.9848228919773976,0.8404603492387034,0.5800361346320846,0.3438700200592198,0.233202146639224,0.05295358332769561
0.019999999999999574,0.1464061885212506,0.2878718762893883,0.341945976021827,0.48390563886166643,0.7844845555521958,0.862597637787438,1.0489998783805277,1.172379219331933,1.2002114116985367,1.2190310702846607,1.3446086685212746,1.4655626589273807,1.4393239136503369,1.407696404016288,1.4707808621759573,1.4527684951898165,1.5933611234344542,1.5121014813223783,1.4063348403136258,1.3898294882682245,1.341397523887819,1.267332622195739,1.2230690700167175,1.1867504919099503,1.0024351716384148,0.9726200112128847,0.9331956361094671,0.7882185875511128,0.6552599583372607,0.3684177392197338,0.25500212590195265,0.12989772356860235
0.030000000000001137,0.12208917164674193,0.21259106854676374,0.32186066139064073,0.5102985325494263,0.7346907311900243,0.8895687951580421,1.0524133766696087,1.1267042371350982,1.2462893404653697,1.1933849460597454,1.309008406577878,1.489256812977089,1.379607994759984,1.4370514014781652,1.4781682044041795,1.5002687042077076,1.670422982511245,1.5299411845648936,1.4276928331935952,1.3551603828418555,1.350473616620473,1.2234985742122049,1.29275513327131,1.2118196436911683,1.062885933037354,1.0285131880576779,0.9868094786095298,0.7422786947887886,0.5714871114622145,0.38205843233023,0.27890481759758645,0.14026285850596454
0.040000000000000924,0.13293088099716105,0.23775682359390032,0.3221952524590965,0.5069218620135556,0.7821908542717495,0.8781931664157007,1.0090126591356894,1.1665949923835004,1.2147319277777684,1.2832508931587043,1.324839380618461,1.419873013449051,1.3492159734038147,1.40024473388118,1.5322093924777003,1.471226290931412,1.6293949426145269,1.4972418498525044,1.3988714661022819,1.3093104946707812,1.3652872203831752,1.1874211679726825,1.2539556816981308,1.1830767188308917,0.9732397976531509,0.9656736618011392,1.0066103196543963,0.8392761607354433,0.6464539053032977,0.4688844965335145,0.24073327888535873,0.07175136090194875
0.05000000000000071,0.09782943500894531,0.29194729342044307,0.26935159518994123,0.4711562810760254,0.7859058490411005,0.8158496677728544,1.0558827431845594,1.181518556402632,1.2097340769396883,1.223001672234626,1.2937513404547685,1.4554229870996593,1.4366810126844876,1.4721556284919606,1.4354942671504078,1.4345514371589365,1.5658167370412188,1.485827914454135,1.355165136478372,1.3374337478075289,1.299080169394176,1.1990596017213895,1.202049490301404,1.1796663568506798,1.0750862276138085,0.9320248060074766,0.9706524596059758,0.7897820956476659,0.5502335848218038,0.36299325365360674,0.20609554049597506,0.0817515028060145
0.0600000000000005,0.061272781610198085,0.250621004814753,0.32011914882728876,0.5275510842425132,0.7698597975583945,0.8496515656483281,1.0184597825831727,1.2181082569011772,1.2184572277508015,1.250147884823724,1.343782557031281,1.4311278855306926,1.4249402519554786,1.3836863269492807,1.5553087402037733,1.4571457980993694,1.6186352382256783,1.4839707598199634,1.3973397537365444,1.3181218479973287,1.3677917211335027,1.203024498519295,1.2050880421566388,1.189201930010279,1.0001288029264546,1.0293308990355101,1.0135902334118763,0.7791067380977019,0.5343824354155036,0.3656495362867363,0.23371787674741776,0.12982087943832746
0.07000000000000028,0.06290183727331955,0.19856806688177767,0.30252072486297055,0.5396686859481523,0.7585900162229967,0.8611508216857318,1.0418722171956711,1.1294587781730008,1.1545908003551202,1.25282625814872,1.2973558570113095,1.4467372469875344,1.3855231118688478,1.4020490381510244,1.4930912936592111,1.4024958148978244,1.586035695283669,1.4815927310756873,1.413387450389031,1.3082801583801325,1.2987762045047238,1.2127284385183141,1.2447896740508002,1.2121784329861698,0.9808771767625669,0.9787053584788776,0.9420924883624354,0.7320761851336737,0.5962628065783039,0.47243341062423067,0.21002389903684754,0.06948283415538392
0.08000000000000007,0.15323319771691157,0.2431021015176369,0.29031042253010286,0.5650471438033642,0.7457852463657177,0.7935608157641755,1.0569024923058326,1.0955771042254063,1.1235544081753122,1.2505250016914888,1.3466276510361381,1.4248962435486476,1.346192350530339,1.4336734704076546,1.4592844413613055,1.434075119485467,1.5759962487557948,1.4795709552667267,1.3436061379578637,1.3132190375581136,1.25541977893889,1.2440871564460332,1.1865799667325339,1.1876188137173642,1.0602826530698943,0.9885685556915975,0.9386982499005019,0.8096321035762443,0.57751314177467,0.44250348561126174,0.30248328079779124,0.08486714979049406
0.08999999999999986,0.1509467934423668,0.24593164949626775,0.3052278430647536,0.516139523619881,0.763813624035035,0.829032106869856,1.0253591301693927,1.1986698445035069,1.2210741695740641,1.2212695004146097,1.3234770631913162,1.4348531868907213,1.4116635150426653,1.4654633720263912,1.512901327905846,1.5033528483465666,1.6114417052406085,1.471223452653506,1.361227546348532,1.307241290585296,1.2825385794680542,1.272738641141525,1.2272823193932745,1.211903621467196,1.0188229077634023,0.9141258442097784,0.9695830500574634,0.7436290192037794,0.5466268171436618,0.4094803444477784,0.2582382071548945,0.1347683804298577
